order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
order_00018,3,prod_010,seller_002,2025-12-21 00:00:00,79.38,46.56
order_00019,1,prod_029,seller_014,2025-04-01 00:00:00,195.31,34.82
order_00019,2,prod_010,seller_009,2025-04-01 00:00:00,130.41,18.38
order_00020,1,prod_005,seller_009,2025-04-19 00:00:00,279.84,21.67
order_00021,1,prod_011,seller_017,2025-11-10 00:00:00,176.42,51.84
order_00022,1,prod_019,seller_011,2025-04-03 00:00:00,256.59,17.94
order_00022,2,prod_022,seller_009,2025-04-03 00:00:00,156.62,35.12
order_00022,3,prod_026,seller_001,2025-04-03 00:00:00,332.69,57.52
order_00023,1,prod_028,seller_005,2025-01-24 00:00:00,132.49,50.86
order_00023,2,prod_021,seller_009,2025-01-24 00:00:00,391.52,59.18
order_00023,3,prod_022,seller_013,2025-01-24 00:00:00,196.86,40.52
order_00024,1,prod_004,seller_013,2025-09-05 00:00:00,415.03,17.7
order_00025,1,prod_021,seller_007,2025-10-23 00:00:00,210.88,47.06
order_00025,2,prod_030,seller_005,2025-10-23 00:00:00,70.63,7.22
order_00026,1,prod_010,seller_009,2025-12-23 00:00:00,220.63,8.9
order_00026,2,prod_019,seller_007,2025-12-23 00:00:00,391.9,26.6
order_00027,1,prod_007,seller_002,2025-12-08 00:00:00,363.53,36.27
order_00027,2,prod_009,seller_002,2025-12-08 00:00:00,361.9,33.77
order_00028,1,prod_018,seller_002,2025-02-16 00:00:00,92.97,29.96
order_00028,2,prod_007,seller_000,2025-02-16 00:00:00,175.52,25.61
order_00028,3,prod_025,seller_012,2025-02-16 00:00:00,90.89,46.02
order_00029,1,prod_014,seller_010,2025-10-12 00:00:00,306.13,37.06
order_00030,1,prod_022,seller_003,2025-11-08 00:00:00,247.92,14.19
order_00031,1,prod_011,seller_017,2025-09-15 00:00:00,216.83,22.33
order_00032,1,prod_029,seller_015,2025-10-30 00:00:00,342.39,45.29
order_00033,1,prod_002,seller_012,2025-11-05 00:00:00,417.11,31.69
order_00033,2,prod_025,seller_009,2025-11-05 00:00:00,226.71,39.93
order_00033,3,prod_005,seller_014,2025-11-05 00:00:00,264.47,17.61
order_00034,1,prod_031,seller_013,2025-06-15 00:00:00,33.9,9.65
order_00034,2,prod_027,seller_004,2025-06-15 00:00:00,128.11,6.41
order_00034,3,prod_012,seller_005,2025-06-15 00:00:00,95.56,21.28
order_00035,1,prod_001,seller_010,2025-01-18 00:00:00,54.07,18.08
order_00036,1,prod_026,seller_001,2025-06-19 00:00:00,416.31,56.93
order_00036,2,prod_001,seller_009,2025-06-19 00:00:00,231.79,30.53
order_00037,1,prod_012,seller_007,2025-03-18 00:00:00,377.99,23.68
order_00038,1,prod_013,seller_008,2025-02-14 00:00:00,142.0,56.96
order_00039,1,prod_000,seller_016,2025-02-18 00:00:00,55.49,45.22
order_00040,1,prod_025,seller_003,2025-09-15 00:00:00,339.29,42.9
order_00041,1,prod_005,seller_008,2025-07-07 00:00:00,184.5,6.83
order_00041,2,prod_003,seller_011,2025-07-07 00:00:00,124.62,21.89
order_00042,1,prod_023,seller_006,2025-07-20 00:00:00,126.68,43.43
order_00042,2,prod_033,seller_007,2025-07-20 00:00:00,149.78,26.61
order_00042,3,prod_001,seller_007,2025-07-20 00:00:00,121.46,26.62
order_00043,1,prod_026,seller_002,2025-10-02 00:00:00,184.19,52.43
order_00043,2,prod_012,seller_017,2025-10-02 00:00:00,407.85,50.74
order_00044,1,prod_030,seller_001,2025-07-23 00:00:00,75.13,39.64
order_00044,2,prod_020,seller_003,2025-07-23 00:00:00,346.93,42.12
order_00044,3,prod_011,seller_004,2025-07-23 00:00:00,391.7,21.95
order_00045,1,prod_025,seller_006,2025-08-21 00:00:00,258.34,40.08
order_00045,2,prod_025,seller_000,2025-08-21 00:00:00,223.92,16.12
order_00046,1,prod_010,seller_001,2025-02-04 00:00:00,394.69,55.47
order_00047,1,prod_026,seller_001,2025-11-10 00:00:00,306.66,36.03
order_00048,1,prod_029,seller_006,2025-06-16 00:00:00,419.91,24.58
order_00049,1,prod_011,seller_003,2025-03-01 00:00:00,53.28,9.9
order_00050,1,prod_004,seller_009,2025-10-27 00:00:00,144.52,32.27
order_00050,2,prod_024,seller_008,2025-10-27 00:00:00,185.3,25.17
order_00050,3,prod_019,seller_016,2025-10-27 00:00:00,119.83,47.33
order_00051,1,prod_032,seller_000,2025-09-29 00:00:00,154.28,33.18
order_00051,2,prod_001,seller_008,2025-09-29 00:00:00,399.84,37.19
order_00051,3,prod_003,seller_007,2025-09-29 00:00:00,72.86,18.77
order_00052,1,prod_005,seller_005,2025-01-23 00:00:00,137.34,19.61
order_00052,2,prod_016,seller_006,2025-01-23 00:00:00,120.33,33.59
order_00052,3,prod_006,seller_003,2025-01-23 00:00:00,123.28,43.96
order_00053,1,prod_021,seller_008,2025-03-15 00:00:00,328.29,33.29
order_00053,2,prod_012,seller_005,2025-03-15 00:00:00,406.41,39.45
order_00054,1,prod_008,seller_017,2025-01-09 00:00:00,41.6,35.45
order_00054,2,prod_035,seller_012,2025-01-09 00:00:00,414.66,36.71
order_00055,1,prod_004,seller_011,2025-04-12 00:00:00,320.11,38.83
order_00055,2,prod_020,seller_001,2025-04-12 00:00:00,367.48,44.04
order_00056,1,prod_027,seller_015,2025-02-09 00:00:00,356.67,54.37
order_00056,2,prod_001,seller_000,2025-02-09 00:00:00,241.59,26.3
order_00057,1,prod_005,seller_006,2025-09-20 00:00:00,93.62,19.58
order_00057,2,prod_023,seller_012,2025-09-20 00:00:00,100.15,9.02
order_00057,3,prod_025,seller_008,2025-09-20 00:00:00,325.21,13.59
order_00058,1,prod_024,seller_008,2025-07-13 00:00:00,302.69,43.25
order_00058,2,prod_007,seller_005,2025-07-13 00:00:00,138.25,18.7
order_00058,3,prod_002,seller_013,2025-07-13 00:00:00,35.36,17.21
order_00059,1,prod_024,seller_007,2025-12-27 00:00:00,207.6,37.9
order_00059,2,prod_034,seller_015,2025-12-27 00:00:00,148.51,39.43
order_00059,3,prod_015,seller_010,2025-12-27 00:00:00,258.46,55.62
order_00060,1,prod_002,seller_015,2025-10-04 00:00:00,172.64,24.77
order_00060,2,prod_027,seller_006,2025-10-04 00:00:00,133.56,24.51
order_00061,1,prod_006,seller_017,2025-08-15 00:00:00,31.1,19.88
order_00062,1,prod_028,seller_017,2025-07-08 00:00:00,123.62,47.4
order_00062,2,prod_011,seller_003,2025-07-08 00:00:00,97.64,29.67
order_00062,3,prod_015,seller_008,2025-07-08 00:00:00,251.34,21.2
order_00063,1,prod_018,seller_013,2025-01-23 00:00:00,295.28,54.33
order_00063,2,prod_004,seller_014,2025-01-23 00:00:00,246.23,19.97
order_00064,1,prod_004,seller_009,2025-01-29 00:00:00,310.61,29.39
order_00064,2,prod_000,seller_013,2025-01-29 00:00:00,44.69,54.09
order_00064,3,prod_025,seller_015,2025-01-29 00:00:00,53.75,18.02
order_00065,1,prod_035,seller_009,2025-08-16 00:00:00,238.41,35.33
order_00065,2,prod_030,seller_005,2025-08-16 00:00:00,214.54,38.53
order_00066,1,prod_009,seller_017,2025-01-05 00:00:00,351.94,19.23
order_00066,2,prod_010,seller_008,2025-01-05 00:00:00,374.31,45.6
order_00066,3,prod_033,seller_012,2025-01-05 00:00:00,123.85,35.0
order_00067,1,prod_000,seller_005,2025-01-19 00:00:00,149.41,30.14
order_00067,2,prod_018,seller_013,2025-01-19 00:00:00,164.75,23.45
order_00068,1,prod_033,seller_006,2025-03-24 00:00:00,71.78,46.84
order_00068,2,prod_034,seller_015,2025-03-24 00:00:00,113.49,23.48
order_00068,3,prod_020,seller_000,2025-03-24 00:00:00,36.99,49.78
order_00069,1,prod_000,seller_016,2025-11-22 00:00:00,46.89,30.46
order_00069,2,prod_001,seller_006,2025-11-22 00:00:00,162.4,5.47
order_00069,3,prod_027,seller_005,2025-11-22 00:00:00,416.48,16.08
order_00070,1,prod_019,seller_006,2025-06-20 00:00:00,241.21,42.65
order_00071,1,prod_035,seller_004,2025-09-19 00:00:00,341.92,27.63
order_00071,2,prod_027,seller_009,2025-09-19 00:00:00,137.56,31.18
order_00072,1,prod_020,seller_010,2025-06-03 00:00:00,409.79,34.93
order_00072,2,prod_007,seller_009,2025-06-03 00:00:00,213.82,21.61
order_00073,1,prod_021,seller_005,2025-03-08 00:00:00,392.45,22.33
order_00073,2,prod_018,seller_001,2025-03-08 00:00:00,325.66,21.17
order_00073,3,prod_007,seller_002,2025-03-08 00:00:00,309.73,19.95
order_00074,1,prod_013,seller_016,2025-05-19 00:00:00,322.45,40.61
order_00074,2,prod_032,seller_012,2025-05-19 00:00:00,253.64,18.87
order_00074,3,prod_033,seller_012,2025-05-19 00:00:00,402.7,30.26
order_00075,1,prod_004,seller_016,2025-02-06 00:00:00,419.06,11.9
order_00075,2,prod_015,seller_000,2025-02-06 00:00:00,234.85,25.7
order_00075,3,prod_007,seller_015,2025-02-06 00:00:00,37.73,22.38
order_00076,1,prod_020,seller_005,2025-10-12 00:00:00,282.25,47.97
order_00076,2,prod_006,seller_011,2025-10-12 00:00:00,335.68,43.86
order_00077,1,prod_032,seller_009,2025-03-11 00:00:00,127.81,27.68
order_00077,2,prod_021,seller_017,2025-03-11 00:00:00,290.98,8.89
order_00078,1,prod_003,seller_017,2025-05-21 00:00:00,313.07,52.58
order_00078,2,prod_013,seller_010,2025-05-21 00:00:00,255.73,31.56
order_00079,1,prod_031,seller_013,2025-12-27 00:00:00,226.94,32.83
order_00079,2,prod_031,seller_005,2025-12-27 00:00:00,75.49,25.3
order_00079,3,prod_001,seller_002,2025-12-27 00:00:00,397.55,38.72
order_00080,1,prod_014,seller_003,2025-08-08 00:00:00,154.0,40.08
order_00081,1,prod_019,seller_010,2025-06-20 00:00:00,62.55,43.17
order_00081,2,prod_027,seller_016,2025-06-20 00:00:00,179.66,19.19
order_00082,1,prod_005,seller_011,2025-07-21 00:00:00,373.23,39.45
order_00083,1,prod_022,seller_011,2025-10-17 00:00:00,218.44,18.46
order_00083,2,prod_007,seller_011,2025-10-17 00:00:00,400.1,52.65
order_00083,3,prod_024,seller_012,2025-10-17 00:00:00,39.44,57.44
order_00084,1,prod_006,seller_000,2025-04-06 00:00:00,276.21,36.89
order_00084,2,prod_024,seller_007,2025-04-06 00:00:00,66.02,21.16
order_00085,1,prod_009,seller_005,2025-08-24 00:00:00,76.62,26.75
order_00085,2,prod_030,seller_016,2025-08-24 00:00:00,104.48,24.02
order_00086,1,prod_025,seller_015,2025-11-18 00:00:00,269.72,56.22
order_00086,2,prod_015,seller_002,2025-11-18 00:00:00,385.2,55.81
order_00087,1,prod_001,seller_004,2025-07-31 00:00:00,274.96,34.69
order_00087,2,prod_022,seller_009,2025-07-31 00:00:00,403.15,30.18
order_00088,1,prod_016,seller_005,2025-06-15 00:00:00,22.98,38.92
order_00088,2,prod_011,seller_009,2025-06-15 00:00:00,193.67,31.61
order_00088,3,prod_029,seller_004,2025-06-15 00:00:00,230.07,33.14
order_00089,1,prod_021,seller_005,2025-02-25 00:00:00,146.51,29.64
order_00089,2,prod_006,seller_009,2025-02-25 00:00:00,218.71,44.68
order_00090,1,prod_004,seller_003,2025-04-04 00:00:00,296.49,18.08
order_00090,2,prod_008,seller_004,2025-04-04 00:00:00,204.42,18.33
order_00091,1,prod_010,seller_002,2025-12-15 00:00:00,225.66,42.97
order_00092,1,prod_012,seller_006,2025-07-20 00:00:00,58.18,33.16
order_00093,1,prod_023,seller_015,2025-04-23 00:00:00,319.91,52.55
order_00093,2,prod_000,seller_006,2025-04-23 00:00:00,267.21,46.96
order_00094,1,prod_035,seller_000,2025-06-05 00:00:00,354.15,8.3
order_00094,2,prod_025,seller_003,2025-06-05 00:00:00,19.57,24.15
order_00094,3,prod_031,seller_006,2025-06-05 00:00:00,84.73,24.4
order_00095,1,prod_030,seller_005,2025-08-02 00:00:00,280.33,10.35
order_00095,2,prod_027,seller_014,2025-08-02 00:00:00,385.15,8.82
order_00095,3,prod_010,seller_006,2025-08-02 00:00:00,396.89,45.88
order_00096,1,prod_006,seller_001,2025-07-19 00:00:00,286.29,36.64
order_00096,2,prod_025,seller_013,2025-07-19 00:00:00,30.7,23.2
order_00097,1,prod_000,seller_010,2025-09-16 00:00:00,159.19,55.13
order_00097,2,prod_008,seller_016,2025-09-16 00:00:00,216.12,50.23
order_00098,1,prod_001,seller_004,2025-04-07 00:00:00,97.39,54.02
order_00098,2,prod_020,seller_014,2025-04-07 00:00:00,380.66,54.73
order_00099,1,prod_021,seller_014,2025-08-28 00:00:00,247.63,35.17
order_00100,1,prod_005,seller_010,2025-06-14 00:00:00,134.0,27.38
order_00101,1,prod_008,seller_014,2025-12-13 00:00:00,271.32,39.4
order_00101,2,prod_017,seller_003,2025-12-13 00:00:00,204.69,26.0
order_00102,1,prod_030,seller_011,2025-03-02 00:00:00,306.08,49.68
order_00103,1,prod_031,seller_007,2025-02-27 00:00:00,372.41,36.36
order_00104,1,prod_030,seller_015,2025-06-21 00:00:00,358.23,59.7
order_00105,1,prod_009,seller_008,2025-07-08 00:00:00,200.05,44.86
order_00106,1,prod_022,seller_017,2025-09-13 00:00:00,60.59,26.71
order_00106,2,prod_011,seller_015,2025-09-13 00:00:00,177.41,33.95
order_00107,1,prod_021,seller_017,2025-05-31 00:00:00,377.86,20.01
order_00107,2,prod_017,seller_013,2025-05-31 00:00:00,205.84,43.41
order_00107,3,prod_020,seller_010,2025-05-31 00:00:00,178.26,37.29
order_00108,1,prod_006,seller_010,2025-12-03 00:00:00,207.8,52.17
order_00108,2,prod_025,seller_013,2025-12-03 00:00:00,155.23,51.42
order_00108,3,prod_020,seller_015,2025-12-03 00:00:00,79.7,42.06
order_00109,1,prod_019,seller_012,2025-06-26 00:00:00,287.9,27.97
order_00109,2,prod_026,seller_008,2025-06-26 00:00:00,399.36,33.4
order_00110,1,prod_018,seller_004,2025-02-20 00:00:00,369.69,24.13
order_00110,2,prod_028,seller_014,2025-02-20 00:00:00,30.92,33.91
order_00111,1,prod_014,seller_014,2025-02-16 00:00:00,173.92,39.93
order_00112,1,prod_027,seller_012,2025-12-25 00:00:00,376.78,26.89
order_00113,1,prod_024,seller_016,2025-02-21 00:00:00,117.4,27.74
order_00113,2,prod_023,seller_014,2025-02-21 00:00:00,363.95,26.74
order_00114,1,prod_019,seller_004,2025-12-15 00:00:00,22.88,28.93
order_00114,2,prod_018,seller_009,2025-12-15 00:00:00,342.59,20.28
order_00115,1,prod_026,seller_014,2025-04-15 00:00:00,333.45,22.88
order_00116,1,prod_027,seller_008,2025-02-07 00:00:00,19.09,17.85
order_00116,2,prod_007,seller_009,2025-02-07 00:00:00,152.31,16.7
order_00117,1,prod_020,seller_003,2025-04-25 00:00:00,302.09,41.74
order_00118,1,prod_009,seller_003,2025-08-16 00:00:00,88.34,37.89
order_00119,1,prod_027,seller_010,2025-06-09 00:00:00,93.04,38.37
order_00119,2,prod_028,seller_017,2025-06-09 00:00:00,108.57,48.13
order_00119,3,prod_001,seller_009,2025-06-09 00:00:00,50.48,54.93
order_00120,1,prod_025,seller_005,2025-10-17 00:00:00,298.77,45.99
order_00120,2,prod_020,seller_009,2025-10-17 00:00:00,280.42,56.52
order_00121,1,prod_035,seller_001,2025-08-15 00:00:00,397.81,36.15
order_00121,2,prod_011,seller_001,2025-08-15 00:00:00,356.13,59.61
order_00122,1,prod_005,seller_007,2025-05-30 00:00:00,374.74,19.1
order_00122,2,prod_007,seller_013,2025-05-30 00:00:00,160.6,44.89
order_00122,3,prod_019,seller_009,2025-05-30 00:00:00,122.42,22.81
order_00123,1,prod_015,seller_011,2025-08-23 00:00:00,159.27,26.32
order_00123,2,prod_003,seller_013,2025-08-23 00:00:00,294.11,40.18
order_00123,3,prod_024,seller_010,2025-08-23 00:00:00,172.94,52.94
order_00124,1,prod_033,seller_005,2025-12-24 00:00:00,415.36,53.4
order_00124,2,prod_002,seller_010,2025-12-24 00:00:00,269.96,32.19
order_00124,3,prod_019,seller_012,2025-12-24 00:00:00,327.7,59.92
order_00125,1,prod_018,seller_017,2025-06-03 00:00:00,65.85,27.52
order_00125,2,prod_002,seller_011,2025-06-03 00:00:00,311.87,24.9
order_00126,1,prod_033,seller_014,2025-03-01 00:00:00,369.04,46.82
order_00126,2,prod_015,seller_000,2025-03-01 00:00:00,29.37,41.02
order_00126,3,prod_018,seller_005,2025-03-01 00:00:00,257.88,35.69
order_00127,1,prod_000,seller_009,2025-06-02 00:00:00,39.73,58.1
order_00127,2,prod_010,seller_017,2025-06-02 00:00:00,315.11,37.0
order_00128,1,prod_001,seller_016,2025-11-06 00:00:00,314.01,26.54
order_00128,2,prod_030,seller_008,2025-11-06 00:00:00,204.05,52.54
order_00128,3,prod_027,seller_012,2025-11-06 00:00:00,276.55,44.94
order_00129,1,prod_028,seller_007,2025-03-24 00:00:00,334.35,35.62
order_00129,2,prod_013,seller_009,2025-03-24 00:00:00,116.63,26.01
order_00129,3,prod_015,seller_006,2025-03-24 00:00:00,111.49,19.76
order_00130,1,prod_012,seller_002,2025-12-16 00:00:00,170.85,23.55
order_00130,2,prod_011,seller_014,2025-12-16 00:00:00,146.98,37.6
order_00131,1,prod_018,seller_000,2025-08-06 00:00:00,318.61,36.69
order_00131,2,prod_023,seller_017,2025-08-06 00:00:00,229.16,30.66
order_00131,3,prod_014,seller_009,2025-08-06 00:00:00,184.77,22.33
order_00132,1,prod_015,seller_016,2025-08-11 00:00:00,392.15,18.56
order_00132,2,prod_027,seller_011,2025-08-11 00:00:00,202.01,17.87
order_00133,1,prod_014,seller_017,2025-04-29 00:00:00,128.38,22.26
order_00133,2,prod_004,seller_005,2025-04-29 00:00:00,18.4,11.96
order_00133,3,prod_019,seller_003,2025-04-29 00:00:00,238.97,19.15
order_00134,1,prod_033,seller_013,2025-12-05 00:00:00,27.74,57.48
order_00135,1,prod_003,seller_001,2025-01-17 00:00:00,412.47,43.56
order_00135,2,prod_004,seller_011,2025-01-17 00:00:00,414.65,20.8
order_00135,3,prod_021,seller_007,2025-01-17 00:00:00,100.01,43.79
order_00136,1,prod_027,seller_005,2025-04-23 00:00:00,392.36,23.42
order_00136,2,prod_015,seller_017,2025-04-23 00:00:00,170.41,44.9
order_00137,1,prod_032,seller_000,2025-06-05 00:00:00,246.26,47.29
order_00137,2,prod_002,seller_015,2025-06-05 00:00:00,232.42,45.96
order_00137,3,prod_005,seller_002,2025-06-05 00:00:00,80.3,27.5
order_00138,1,prod_023,seller_000,2025-06-27 00:00:00,302.96,59.97
order_00138,2,prod_019,seller_000,2025-06-27 00:00:00,82.74,45.99
order_00139,1,prod_014,seller_004,2025-06-26 00:00:00,254.43,32.7
order_00139,2,prod_021,seller_006,2025-06-26 00:00:00,256.91,25.93
order_00139,3,prod_025,seller_016,2025-06-26 00:00:00,372.53,45.67
order_00140,1,prod_005,seller_010,2025-02-26 00:00:00,52.53,27.52
order_00141,1,prod_024,seller_001,2025-03-27 00:00:00,107.44,52.04
order_00142,1,prod_016,seller_017,2025-02-07 00:00:00,186.15,18.95
order_00142,2,prod_019,seller_014,2025-02-07 00:00:00,402.99,42.64
order_00143,1,prod_005,seller_008,2025-07-31 00:00:00,385.18,39.27
order_00143,2,prod_027,seller_003,2025-07-31 00:00:00,81.12,17.51
order_00143,3,prod_012,seller_005,2025-07-31 00:00:00,385.44,51.28
order_00144,1,prod_012,seller_004,2025-05-12 00:00:00,256.06,16.06
order_00144,2,prod_033,seller_009,2025-05-12 00:00:00,146.82,17.19
order_00144,3,prod_005,seller_010,2025-05-12 00:00:00,91.69,25.17
order_00145,1,prod_034,seller_009,2025-07-29 00:00:00,221.3,52.24
order_00145,2,prod_004,seller_003,2025-07-29 00:00:00,303.42,47.79
order_00146,1,prod_009,seller_014,2025-08-07 00:00:00,129.84,21.28
order_00146,2,prod_025,seller_010,2025-08-07 00:00:00,44.67,27.38
order_00147,1,prod_006,seller_005,2025-09-17 00:00:00,263.38,51.01
order_00147,2,prod_019,seller_016,2025-09-17 00:00:00,142.44,40.61
order_00148,1,prod_024,seller_000,2025-07-22 00:00:00,281.36,26.03
order_00148,2,prod_030,seller_017,2025-07-22 00:00:00,57.43,52.66
order_00148,3,prod_023,seller_010,2025-07-22 00:00:00,116.43,49.06
order_00149,1,prod_007,seller_000,2025-08-28 00:00:00,62.52,8.42
order_00149,2,prod_027,seller_013,2025-08-28 00:00:00,135.76,43.24
order_00150,1,prod_033,seller_015,2025-08-06 00:00:00,298.67,28.98
order_00150,2,prod_031,seller_012,2025-08-06 00:00:00,399.16,20.94
order_00151,1,prod_030,seller_002,2025-08-30 00:00:00,316.42,37.39
order_00151,2,prod_008,seller_002,2025-08-30 00:00:00,144.29,23.08
order_00151,3,prod_020,seller_007,2025-08-30 00:00:00,363.59,42.9
order_00152,1,prod_035,seller_011,2025-08-17 00:00:00,43.91,27.92
order_00153,1,prod_032,seller_006,2025-04-29 00:00:00,266.35,5.21
order_00153,2,prod_035,seller_005,2025-04-29 00:00:00,273.49,21.33
order_00153,3,prod_006,seller_004,2025-04-29 00:00:00,325.42,24.24
order_00154,1,prod_008,seller_013,2025-04-03 00:00:00,203.31,44.63
order_00155,1,prod_007,seller_001,2025-10-18 00:00:00,57.21,44.88
order_00156,1,prod_012,seller_016,2025-05-09 00:00:00,217.2,43.55
order_00156,2,prod_007,seller_002,2025-05-09 00:00:00,104.66,28.61
order_00156,3,prod_008,seller_010,2025-05-09 00:00:00,195.64,27.51
order_00157,1,prod_016,seller_012,2025-07-23 00:00:00,182.7,24.82
order_00157,2,prod_013,seller_002,2025-07-23 00:00:00,198.28,17.7
order_00157,3,prod_026,seller_009,2025-07-23 00:00:00,345.94,48.11
order_00158,1,prod_031,seller_008,2025-03-16 00:00:00,153.67,31.27
order_00158,2,prod_003,seller_010,2025-03-16 00:00:00,125.45,14.54
order_00158,3,prod_008,seller_002,2025-03-16 00:00:00,283.04,38.58
order_00159,1,prod_026,seller_003,2025-06-10 00:00:00,200.35,28.51
order_00159,2,prod_011,seller_014,2025-06-10 00:00:00,369.68,44.39
order_00159,3,prod_033,seller_003,2025-06-10 00:00:00,405.76,25.02
order_00160,1,prod_023,seller_017,2025-07-16 00:00:00,174.89,16.08
order_00160,2,prod_005,seller_003,2025-07-16 00:00:00,401.19,13.4
order_00161,1,prod_031,seller_005,2025-08-20 00:00:00,289.76,31.25
order_00161,2,prod_027,seller_012,2025-08-20 00:00:00,93.05,57.32
order_00162,1,prod_023,seller_008,2025-07-15 00:00:00,303.89,33.23
order_00163,1,prod_013,seller_007,2025-05-15 00:00:00,288.68,16.64
order_00164,1,prod_014,seller_004,2025-12-21 00:00:00,151.62,31.24
order_00165,1,prod_018,seller_007,2025-07-10 00:00:00,235.78,10.54
order_00166,1,prod_003,seller_002,2025-10-26 00:00:00,189.57,55.75
order_00166,2,prod_019,seller_001,2025-10-26 00:00:00,35.27,48.02
order_00167,1,prod_026,seller_000,2025-09-29 00:00:00,330.32,21.19
order_00167,2,prod_030,seller_000,2025-09-29 00:00:00,87.56,47.83
order_00167,3,prod_010,seller_001,2025-09-29 00:00:00,350.46,32.5
order_00168,1,prod_023,seller_005,2025-07-26 00:00:00,363.09,24.9
order_00168,2,prod_012,seller_000,2025-07-26 00:00:00,258.61,32.22
order_00168,3,prod_029,seller_002,2025-07-26 00:00:00,92.83,31.27
order_00169,1,prod_026,seller_002,2025-11-23 00:00:00,143.47,59.24
order_00169,2,prod_002,seller_002,2025-11-23 00:00:00,75.31,47.74
order_00170,1,prod_019,seller_007,2025-02-19 00:00:00,56.67,13.11
order_00170,2,prod_019,seller_001,2025-02-19 00:00:00,260.86,47.42
order_00170,3,prod_023,seller_012,2025-02-19 00:00:00,303.73,47.34
order_00171,1,prod_028,seller_015,2025-12-06 00:00:00,164.6,5.19
order_00171,2,prod_001,seller_000,2025-12-06 00:00:00,394.68,16.07
order_00171,3,prod_018,seller_014,2025-12-06 00:00:00,87.86,7.48
order_00172,1,prod_034,seller_002,2025-11-10 00:00:00,365.36,23.16
order_00172,2,prod_020,seller_005,2025-11-10 00:00:00,96.4,18.15
order_00172,3,prod_008,seller_009,2025-11-10 00:00:00,299.37,44.86
order_00173,1,prod_020,seller_000,2025-07-06 00:00:00,80.03,45.07
order_00173,2,prod_019,seller_009,2025-07-06 00:00:00,388.94,44.42
order_00174,1,prod_015,seller_001,2025-09-28 00:00:00,185.52,17.16
order_00175,1,prod_003,seller_009,2025-07-12 00:00:00,159.38,47.15
